001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924024660101480,Contact.,Herdersem,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Herdersem$ $ $4oth,,,,,,,^$ $ $aVoortgezet als: De meiviskop,,,,,,,,,,,,,,,,,,,00697nas  2200229u  4500,021018e19831990be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402466LBS01-Aleph^$ $ $a9444569^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924024660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983/84-1989/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924025130101480,Davidsfonds Antwerpen-stad. Nieuwsbrief.,Antwerpen,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,,,^$ $ $afrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,00621nas  2200193u  4500,021018e19831990be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402513LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924025130101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Davidsfonds Antwerpen-stad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924026310101480,Davo-krant,Aardooie,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Ardooie$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00656nas  2200205u  4500,021018q19841988be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402631LBS01-Aleph^$ $ $a9445302^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924026310101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,infoblad van Davidsfonds Ardooie.,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1988],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924027460101480,Davidsfonds Blankenberge.,Blankenberge,Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Blankenberge$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00677nas  2200217u  4500,021018q19842001be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402746LBS01-Aleph^$ $ $a9445750^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027460101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984/85-[2000/01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924027720101480,Davidsfonds Deurne Noord. Nieuwsbrief.,Deurne,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00578nas  2200181u  4500,021018q19842001be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402772LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027720101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Davidsfonds Deurne-Noord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985/86-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924027850101480,DF-nieuws.,Aalter,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Aalter$ $ $4oth,,,,,,,^$ $ $aVoortgezet als: DF,,,,,,,,,,,,,,,,,,,00656nas  2200217u  4500,021019q19821987be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402785LBS01-Aleph^$ $ $a9445976^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027850101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982/83]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924027860101480,^$0$3$aDe landast.,Eine,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Eine$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00643nas  2200217u  4500,021019q19832001be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002402786LBS01-Aleph^$ $ $a9445980^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027860101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[2001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044300101480,^$0$3$a't Davootje.,Herenthout,Semiannual,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Herenthout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00631nas  2200205u  4500,021024q19841991be fr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404430LBS01-Aleph^$ $ $a9452534^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044300101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044340101480,Davidsfonds Diest.,Diest,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Diest$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00630nas  2200205u  4500,021024q19811988be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404434LBS01-Aleph^$ $ $a9452554^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044340101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981/82-[1987/88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044380101480,^$0$3$aDe flepel.,Haaltert,Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Haaltert$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00648nas  2200217u  4500,021024q19841988be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404438LBS01-Aleph^$ $ $a9452572^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044380101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1988],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044410101480,Davidsfonds Halle : infoblad.,Halle,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Halle$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00686nas  2200217u  4500,021024q19851995be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404441LBS01-Aleph^$ $ $a9452594^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044410101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,Quarterly = 5x a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044460101480,^$0$3$aDe flapuit.,Burst,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Burst$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00617nas  2200205u  4500,021024q19821990be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404446LBS01-Aleph^$ $ $a9452619^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044460101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-[1990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924044490101480,Info-plus.,Beernem,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Beernem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00618nas  2200205u  4500,021024d19859999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404449LBS01-Aleph^$ $ $a9452627^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924044490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985/86-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924046240101480,Davifoontje,Borchtlombeek,Bimonthly,1983-[2009],^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Borchtlombeek$ $ $4oth,,,,,^$1$0$aDavifoon$ $ $bledenblad.,,,,,,,,,^$ $ $adut,,,,,,,,,,,,00753nas  2200241u  4500,021024q19832009be tr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404624LBS01-Aleph^$ $ $a9453266^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924046240101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,tijdschrift van en voor DF-leden Borchtlombeek,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924046310101480,Egemnaarke.,Egem,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Egem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00641nas  2200217u  4500,021024q19842000be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404631LBS01-Aleph^$ $ $a9453291^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924046310101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[2000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924048490101480,Davidsfonds Menegem.,,Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Deurne Zuid$ $ $4oth^$2$ $aDavidsfonds Menegem$ $ $4oth,,,,,^$1$0$aDavidsfondskrant Deurne-zuid.$ $ $g2(1983/84)-(1991/92)^$1$0$aDavidsfonds Deurne-Zuid$ $ $g(1992/93)-(1996/97)6,,,,,,,,,,,,,,,,,,,,,00862nas  2200265u  4500,021025d19821999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404849LBS01-Aleph^$ $ $a9454342^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924048490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,1982-Deurne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Davidsfonds Deurne-Zuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924048920101480,Davidsfonds,De Panne,Irregular,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds De Panne-Adinkerke$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00657nas  2200205u  4500,021025d19839999be un|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002404892LBS01-Aleph^$ $ $a9454523^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924048920101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,ledentijdschrift.,De Panne-Adinkerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983/84-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924049350101480,Ensemble,Namur,Unknown,,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aonderwijs$ $ $6(ODIS-TW)2803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,00653nas  2200205u  4500,021026q19839999be ur|p||     0|||a|fre c,^$ $ $a(BeLVLBS)002404935LBS01-Aleph^$ $ $a9454713^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924049350101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Centre d'études théologiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924063340101480,Alken davidsfonds.,Alken,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Alken$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00624nas  2200205u  4500,021030d19829999xx br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002406334LBS01-Aleph^$ $ $a9462064^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924063340101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982-83]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924063540101480,^$0$3$aDe blauwvoet : davidsfondskoerierke van Veldegem.,Veldegem,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Veldegem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00659nas  2200205u  4500,021030d19849999be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002406354LBS01-Aleph^$ $ $a9462115^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924063540101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984/85-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924063740101480,Davidsfonds Hoboken.,Hoboken,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Hoboken$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00658nas  2200217u  4500,021030q19811996be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002406374LBS01-Aleph^$ $ $a9462179^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924063740101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924083440101480,Davidsfonds Berchem.,Berchem,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Berchem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00713nas  2200217u  4500,021107q19812001be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408344LBS01-Aleph^$ $ $a9471105^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924083440101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,"Vanaf 1983 4x per jaar, vanaf 1987 meestal 10x per jaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[2001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924083520101480,Davidsfonds Diepenbeek.,Diepenbeek,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Diepenbeek$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00669nas  2200217u  4500,021107q19812001be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408352LBS01-Aleph^$ $ $a9471137^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924083520101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1981]-[2001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924084290101480,DF-koerier.,Kraainem,Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Kraainem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00621nas  2200205u  4500,021107q19859999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408429LBS01-Aleph^$ $ $a9471371^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924084290101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985/86]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924084500101480,^$0$3$a't Infootje.,Borgerhout,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Borgerhout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00626nas  2200205u  4500,021107d19829999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408450LBS01-Aleph^$ $ $a9471460^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924084500101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982/83-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924085010101480,Welkom in cultuur.,,Bimonthly,1982-[2013],^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,^$2$ $aDavidsfonds Borgloon$ $ $4oth,,,,,^$1$0$aKontaktblad.$ $ $g1982-[1992],,,,,,,,,,,,,,,,,,,,,00728nas  2200241u  4500,021108q19822013be zr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408501LBS01-Aleph^$ $ $a9471755^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924085010101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202012$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,,,Borgloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1982-[2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924085160101480,Info.,Wezel,Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Wezel$ $ $4oth,,,^$1$8$w(BeLVLBS)002402449LBS01-Aleph$ $ $tDavidsfonds-wezel : ledenblad$ $ $4780,,,,^$ $ $aVoortzetting van: Davidsfonds-Wezel,,,,,,,,,,,,,,,,,,,00740nas  2200229u  4500,021108d19819999be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002408516LBS01-Aleph^$ $ $a9471819^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924085160101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay
,,Davidsfonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
