001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
,,Sintal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918379170101480,MDB-eetje : contactblad van de Vlaamse medewerkers van Don Bosco.,S.l.,Quarterly,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,00630nas  2200193u  4500,970520q19851994be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001837917LBS01-Aleph^$ $ $a7014013^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918379170101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,MDB-eetje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918396280101480,"Ombres et lumière : revue chrétienne des personnes handicapées, de leurs parents et amis.",Paris,Quarterly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT),Periodicals,,^$2$ $aOffice chrétien des personnes handicapées$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00820nas  2200217u  4500,970526q19812007fr qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001839628LBS01-Aleph^$ $ $a7021977^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918396280101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,Office chrétien des personnes handicapées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918397150101480,Hand aan Jamaïca.,Rumbeke,Quarterly,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00498nas  2200169u  4500,970526q19812007fr qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001839715LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918397150101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Stichting Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918397670101480,Dehoniana informationes /,Roma,Unknown,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,"^$ $ $aNederlandse tekst, Franse tekst vanaf 1986",,,,,"^$1$ $aSteffen, J.$ $ $4edt",,,,,,,,,,,,,00743nas  2200229u  4500,970526q19841987it ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001839767LBS01-Aleph^$ $ $a7022672^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918397670101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,Ed. J. Steffen.,Dehoniana informationes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918406830101480,VOSOG sprokkels West-Vlaanderen.,Brugge,Quarterly,,,Periodicals,,^$2$ $aVOSOG. West-Vlaanderen$ $ $4oth,,,^$1$8$w(BeLVLBS)001840678LBS01-Aleph$ $ $tVOSOG sprokkels Noordzee$ $ $4780,,,,^$ $ $aVoortzetting van: VOSOG sprokkels Noordzee,,,,,,,,,,,,,,,,,,,00764nas  2200229u  4500,970528q19841988be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001840683LBS01-Aleph^$ $ $a7026413^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918406830101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,VOSOG. West-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918421830101480,Medjugorje,Landen,Three times a year,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),Periodicals,,,,^$ $ $afrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,00722nas  2200217u  4500,970602d19832002be tr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001842183LBS01-Aleph^$ $ $a7033282^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918421830101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,"gebedsactie - Maria, koningin van de vrede.",Nederlands-Belgisch Medjugorje comité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918426560101480,Missienieuws.,Brugge,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00539nas  2200181u  4500,970603q19811984be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001842656LBS01-Aleph^$ $ $a7035235^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918426560101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,Parochie Christus Koning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1981]-[1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918432150101480,M kontakt.,Sint-Niklaas,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00557nas  2200181u  4500,970604d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001843215LBS01-Aleph^$ $ $a7037772^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918432150101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,Wase federatie van kristelijke ziekenfondsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918432270101480,Mozaïk : kontaktblad voor Limburgse CMVB-bestuursleden.,Genk,Unknown,,,,,^$2$ $aCMBV.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00580nas  2200193u  4500,970604d19819999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001843227LBS01-Aleph^$ $ $a7037808^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918432270101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,CMBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918438310101480,Moero : revue missionnaire des Franciscains.,Bruxelles,Bimonthly,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,00612nas  2200193u  4500,970606q19831995be br|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001843831LBS01-Aleph^$ $ $a7040370^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918438310101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,Moero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918438870101480,Mededelingen van het Christelijk Vlaams kunstenaarsverbond.,Oostende,Unknown,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00556nas  2200169u  4500,970606q19831995be br|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001843887LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918438870101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Christelijk Vlaams Kunstenaarsverbond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918684350101480,Don Bosco : bulletin trimestriel de la famille salesienne de l'Afrique centrale.,Lubumbashi,Quarterly,,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aonderwijs$ $ $6(ODIS-TW)2803",,,^$2$ $aOeuvres de Don Bosco$ $ $4oth,,,,,,,^$ $ $aDevient: Don Bosco Afrika,,,,,,,,,,,,,,,,,,,00809nas  2200229u  4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001868435LBS01-Aleph^$ $ $a7158513^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918684350101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,Oeuvres de Don Bosco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918687520101480,Tussendoortje.,Gent,Quarterly,,,Periodicals,,,,^$ $ $aPeriodiciteit varieert,,,,,^$ $ $aVoortgezet als: Kernachtig,,,,,,,,,,,,,,,,,,,00574nas  2200193u  4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001868752LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918687520101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,KAV. Verbond Gent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992203359301480,^$0$4$aLes voyageurs,,Quarterly,1982-[2016],^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00597nas a2200193 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992514886101471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992514886101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202006$ $ $9local,
,,,,[lieu de publication inconnu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[éditeur inconnu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1982-[2016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992203359801480,FEGAS,,Quarterly,[1983]-[1985],^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT),Periodicals,,,,,,,^$1$0$aFEGAS$ $ $bbulletin de la Fédération de Groupements d' Anciens Scouts Baden-Powell et FSC affilié & l' Amitié Internationale des Scouts et Guides Adultes (AIDSEGA)$ $ $g1983-1984,,,,,,,,,,,,,,,,,,,,,00956nas a2200205 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992514921401471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992514921401471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201710$ $ $9local,
,bulletin de la Fédération de Groupements d' Anciens Scouts Baden-Powell - FSC et Guides GCB affiliée à l' Amitié Internationale des Scouts et Guides Adultes (AIDSEGA),,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Fédération de groupements d' Anciens Scouts BP et FSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992203360201480,Partages,,Bimonthly,[1985]-[1992],^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00575nas a2200193 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992514948201471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992514948201471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201710$ $ $9local,
,revue des catéchistes,,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Partages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992203859901480,Cardoner,,Three times a year,,^$ $7$2UDC$ $ $a248 <05>$ $ $xSpiritualiteit. Ascese. Mystiek. Vroomheid--Tijdschriften^$ $7$2UDC$ $ $a271.5-7$ $ $xJezuïeten: liturgie en spiritualiteit^$ $7$2KUL$ $ $a#GBIB: jesuitica^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aspiritualiteit$ $ $6(ODIS-TW)1877^$ $7$2KADOC$ $ $aJezuïeten - Belgische provincie (1814-1935)$ $ $6(ODIS-ORG)999^$ $7$2KADOC$ $ $aJezuïeten - Nederlandse provincie$ $ $6(ODIS-ORG)18003,Periodicals,,^$2$ $aPaters Jezuïeten van België en Nederland$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,01068nas  2200277u  4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001153985LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9911539850101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202104$ $ $9local,
,tijdschrift voor spiritualiteit$ $ $613090032,,,Brussel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Cardoner1981-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992203960101480,^$0$3$aLe petit bestiaire illustré de l'IET,,Unknown,[1984]-?,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aillustraties (x)^$ $7$2KADOC$ $ $adieren$ $ $6(ODIS-TW)501,Periodicals,,"^$2$ $aInstitut d'études théologiques (Brussels, Belgium)$ $ $4oth",,,,,,,,,,,,,,,,,,,,,,,,,,00772nas a2200229 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992517050401471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992517050401471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201711$ $ $9local,
,,,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Institut d'Etudes Théologiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992209558901480,Mirabilia,,Irregular,1982-[2009],^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aJezuïeten - Zuid-Belgische provincie (1935-)$ $ $6(ODIS-ORG)18022^$ $7$2KADOC$ $ $aEuropa [werelddeel]$ $ $6(ODIS-GEO)40240023003670^$ $7$2KADOC$ $ $acommunicatie$ $ $6(ODIS-TW)395,Periodicals,,,,"^$ $ $aOndertitel varieert^$ $ $aVerscheen tot 2005 twee keer per jaar rond Pinksteren en Kerstmis, sindsdien onregelmatig",,,,,^$ $ $aTussen 1983 en 1986 verscheen ook een aparte Duitstalige uitgave,,,,,,"^$1$ $aFrancart, Roland$ $ $cS.J.$ $ $d1945-$ $ $4oth^$1$ $aMisson, Jacques$ $ $cS.J.$ $ $d1924-2018$ $ $4oth^$1$ $aFrancart, Roland$ $ $4edt",,,,,,,,,,,,,01221nas a2200301 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992547829801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992547829801471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201801$ $ $9local,
,bulletin semestriel des jésuites européens accompagnant le renouveau charismatique,,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[éditeur inconnu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992211060001480,Youth for Christ België v.z.w.,,Bimonthly,[1982]-[1984],^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugd$ $ $6(ODIS-TW)2797^$ $7$2KADOC$ $ $amissieactie$ $ $6(ODIS-TW)1321^$ $7$2KADOC$ $ $aevangelisatie$ $ $6(ODIS-TW)607,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00735nas a2200229 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992551558301471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992551558301471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201812$ $ $dA$ $ $dCollectie EVADOC$ $ $9local,
,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Youth for Christ België,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992211758201480,Diakonia,,Irregular,1983-,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aSociëteit van Jezus (1540-1773 ; 1814-heden)$ $ $6(ODIS-ORG)997^$ $7$2KADOC$ $ $avluchtelingenorganisaties$ $ $6(ODIS-TW)2368,Periodicals,http://www.jrsap.org/Publications_List?ID=17,,,^$ $ $aRecente nummers ook online raadpleegbaar,,,,,,,,,,,,,,,,,,,,,,,,00982nas a2200253 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992554450601471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992554450601471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201802$ $ $9local,
,news from the Jesuit Refugee Service Asia/Pacific,,,Bangkok,,,Electronic access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jesuit Refugee Service Asia Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Parkville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jesuit Refugee Service Asia Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992211956801480,Jesuits in science,,Annual,1985-[1999],"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)",Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00655nas a2200205 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992557719501471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992557719501471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201803$ $ $9local,
,,,,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,St. Edmund's College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1994-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sant Cugat del Vallès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Centre Borja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1985-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992211960101480,Chrétiens en luttes,,Bimonthly,[1982]-?,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00590nas a2200193 u 4500,970922q19831996cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)9992554524401471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992554524401471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201802$ $ $9local,
,,,,Liège,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Chrétiens pour le socialisme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[1982]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992213760001480,Cultura,,Annual,[1982]-,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aDominicanen - Vlaamse Provincie (1958-)$ $ $6(ODIS-ORG)12117^$ $7$2KADOC$ $ $amaatschappelijk leven$ $ $6(ODIS-TW)2801",Periodicals,,^$2$ $aUSMP$ $ $4oth,,^$ $ $aVerscheen in de beginjaren niet altijd jaarlijks,,^$ $ $a1817-0285,,,,,,,,,"^$1$ $aLeuridan, Joannes Maria Laurentius$ $ $cO.P.$ $ $d1937-$ $ $4oth",,,,,,,,,,,,,00942nas a2200265 u 4500,180314c19829999pe a|   r     000 ||spa d,^$ $ $a(BeLVLBS)9992561026601471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992561026601471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201803$ $ $9local,
,,,,Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Asociación de Docentes de la Universidad de San Martín de Porres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992215058401480,Ichtus magazine,,Quarterly,[1982]--,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alevensbeschouwing$ $ $6(ODIS-TW)2799^$ $7$2KADOC$ $ $achristendom$ $ $6(ODIS-TW)2689^$ $7$2KADOC$ $ $aprotestantisme$ $ $6(ODIS-TW)2501,Periodicals,,^$2$ $aIchtus$ $ $4oth$ $ $3(1991)4-^$2$ $aESG$ $ $gEvangelische studenten groepen$ $ $4oth$ $ $31989-(1991)1-3,,"^$ $ $aOndertitel van ""Ichtus magazine"" varieert (van oktober 1991 tot november 1991) met ondertitel : informatie van de Studentenzending",,,^$1$0$aOnder Ons$ $ $g1985-1997^$1$0$aESG$ $ $binformatie over de Evangelische Studenten Groepen.$ $ $g1984-1987$ $ $613070820^$1$0$a<<De>> Ichtus familie$ $ $g1982-1985,,,,,,,,,^$ $ $adut,,,,,,,,,,,,01260nas a2200325 u 4500,180314c19829999pe a|   r     000 ||spa d,^$ $ $a(BeLVLBS)007455874LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9974558740101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201804$ $ $dA$ $ $dCollectie EVADOC$ $ $9local,
